consumption,sun,rainfall,wind
2107623.218,0,0.9015152,0.22865358
2002147.877,0,0.9015152,0.15021038
1951884.089,0,1.8030304,0.13518935
1921608.502,0,0.9015152,0.09346423
1857580.071,0,0,0.15688638
1833614.258,0,2.7045455,0.10765077
1781221.334,0,4.507576,0.06258766
1739897.104,0,4.507576,0.057580646
1651489.221,0,2.7045455,0.09262974
1636590.238,0,0.9015152,0.09346423
1646261.072,0,1.8030304,0.12934782
1661690.77,0,2.7045455,0.108485274
1769283.142,0,0,0.10264376
1849645.848,0,1.8030304,0.21613604
1908150.78,0,0.9015152,0.20111501
1896153.507,0,2.7045455,0.21947405
1952793.226,0,0.9015152,0.18359047
1959749.114,0,0.9015152,0.197777
1925819.189,7,0.9015152,0.13185133
1912349.173,0,0,0.14687237
1909028.712,0,0,0.18359047
1978984.543,0,0,0.19193548
2084028.117,0,0,0.20445302
2034509.419,0,0,0.09680225
1937574.158,0,0,0.07844319
1854182.782,0,0,0.07260168
1822972.609,0,0,0.06342216
1799923.505,0,0,0.09596774
1751521.279,0,0,0.10264376
1718277.655,0,0,0.069263674
1687129.264,0,0,0.054242637
1656403.429,0,0,0.06342216
1592500.979,0,0,0.06842917
1586338.446,0,0,0.07260168
1557704.418,0,0,0.045063116
1536730.536,0,0,0.050904628
1594620.263,0,0,0.056746144
1689007.721,20.5,0,0.069263674
1753159.726,30,0,0.07510519
1775123.406,30,0,0.101809256
1825082.201,19.5,0,0.13518935
1816748.689,0,0,0.18025246
1760428.263,0,0,0.1560519
1744356.985,0,0,0.09930575
1766826.648,0,0,0.07510519
1893126.628,0,0,0.053408135
2038000.817,0,0,0.045063116
2027106.164,0,0,0.041725107
1972027.708,0,0,0.045063116
1884439.119,0,0,0.050904628
1847655.13,0,0,0.039221596
1807214.982,0,0,0.06258766
1737198.732,0,0,0.050904628
1741339.37,0,0,0.065925665
1716583.542,0,0,0.07844319
1728337.49,0,0,0.056746144
1695485.316,0,0,0.039221596
1764524.36,0,0,0.045063116
1928419.283,0,0,0.033380084
2152233.177,0,0,0.054242637
2352204.225,13.5,0,0.04756662
2393665.999,21.5,0,0.060084153
2401010.823,40,0,0.084284715
2355720.503,56.5,0,0.09346423
2357764.996,60,0,0.086788215
2321554.09,19.5,0.9015152,0.120168306
2307516.567,5,0,0.14436886
2290662.159,0,0,0.15938991
2290034.166,0,0,0.108485274
2284548.949,0,0,0.087622724
2383515.015,0,0,0.09262974
2327747.177,0,0,0.09012623
2223573.628,0,0,0.09012623
2113921.862,0,0,0.09346423
2060311.61,0,0,0.065925665
2020245.087,0,0,0.06676017
1941839.606,0,0,0.06842917
1920409.363,0,0,0.07510519
1892509.171,0,0,0.07176718
1873052.897,0,0,0.07510519
1792177.776,0,0,0.07260168
1856244.78,0,0,0.06842917
2003633.042,0,0,0.0776087
2220824.742,0,0,0.07844319
2411385.347,0,0,0.07176718
2440303.649,4.5,0,0.069263674
2470513.813,30,0,0.086788215
2412407.825,32,0,0.11349229
2409532.271,39,0,0.15938991
2388571.849,7.5,0,0.16523142
2381690.09,0,0,0.1560519
2344334.003,0,0,0.11349229
2347500.487,0,0,0.09012623
2340427.076,0,0,0.0809467
2434919.307,0,0,0.09847125
2381056.93,0,0,0.09596774
2274469.046,0,0,0.12934782
2153558.844,0,0,0.13185133
2088745.816,0,0,0.120168306
2061681.903,0,0,0.07510519
1962858.554,0,0,0.11432679
1949190.994,0,0,0.101809256
1932757.632,0,0,0.08345021
1895901.149,0,0,0.09930575
1816654.638,0,0,0.108485274
1864820.166,0,0,0.09346423
2019742.012,0,0,0.086788215
2249128.344,0,0,0.084284715
2435744.807,0,0,0.07510519
2450496.137,5,0,0.09596774
2478991.534,30,0,0.09262974
2434660.674,32,0,0.09596774
2431018.511,30,0,0.09930575
2410270.488,6,0,0.09930575
2389010.799,0,0,0.10765077
2357356.878,0,0,0.09596774
2363950.407,0,0,0.11432679
2370146.795,0,0,0.105147265
2450346.538,0,0,0.09262974
2377298.627,0,0,0.084284715
2264668.074,0,0,0.108485274
2163490.373,0,0,0.105147265
2113054.551,0,0,0.105147265
2061093.702,0,0,0.105147265
1982011.505,0,0,0.11349229
1943720.92,0,0,0.101809256
1912176.03,0,0,0.105147265
1894251.347,0,0,0.105147265
1825310.167,0,0,0.11432679
1873005.26,0,0,0.12934782
2018250.288,0,0,0.12267181
2239411.068,0,0,0.101809256
2429684.748,14,0,0.11098878
2446909.529,35,0,0.09596774
2480520.037,60,0,0.0809467
2421569.386,60,0,0.09930575
2406842.617,60,0,0.057580646
2393835.292,36.5,0,0.084284715
2378773.737,30,0,0.09346423
2343857.701,20.5,0,0.105147265
2344207.018,3,0,0.09847125
2347767.397,0,0,0.123506315
2427765.471,0,0,0.12600982
2381021.741,0,0,0.11432679
2260539.009,0,0,0.09012623
2159966.705,0,0,0.07176718
2089974.041,0,0,0.09012623
2049297.607,0,0,0.084284715
1977854.704,0,0,0.084284715
1944846.366,0,0,0.09012623
1895619.623,0,0,0.101809256
1877313.492,0,0,0.09346423
1811047.975,0,0,0.086788215
1858858.474,0,0,0.1168303
2011819.025,0,0,0.12600982
2227300.907,0,0,0.108485274
2410123.686,15.5,0,0.105147265
2444787.642,35,0,0.105147265
2474374.803,57,0,0.105147265
2420302.377,60,0,0.13185133
2397949.091,60,0,0.15354837
2379246.242,37,0,0.16856943
2358631.927,30,0,0.16523142
2299923.138,23.5,0,0.11432679
2259120.634,5,0,0.09262974
2279776.418,0,0,0.084284715
2370032.196,0,0,0.105147265
2323981.422,0,0,0.12600982
2225860.942,0,0,0.0809467
2096855.154,0,0,0.056746144
2061526.76,0,0,0.084284715
2043235.952,0,0,0.09847125
1983152.873,0,0,0.13185133
1943859.942,0,0,0.086788215
1898507.833,0,0,0.11182328
1851910.057,0,0,0.108485274
1774759.459,0,0,0.1168303
1765572.358,0,0,0.1168303
1754737.111,0,0,0.11098878
1771303.782,0,0,0.1176648
1893495.507,11.5,0,0.12934782
2000965.041,28.5,0,0.09012623
2048257.906,57,0,0.09262974
2006243.519,60,0,0.14103085
2021627.06,60,0,0.14436886
2033897.179,37.5,0,0.197777
1981101.127,30,0,0.16523142
1962012.369,28,0,0.15021038
1954920.135,4.5,0,0.09930575
2018667.702,0,0,0.108485274
2148406.066,0,0,0.10264376
2109690.041,0,0,0.09930575
2033500.124,0,0,0.120168306
1931803.523,0,0,0.086788215
1915031.877,0,0,0.09930575
1908308.497,0,0,0.0809467
1858649.611,0,0,0.101809256
1814618.218,0,0,0.09012623
1782064.965,0,0,0.069263674
1745511.06,0,0,0.09346423
1686835.316,0,0,0.086788215
1675817.144,0,0,0.07510519
1653465.158,0,0,0.09012623
1634170.254,0,0,0.0809467
1685894.785,19,0,0.07844319
1783366.023,35,0,0.108485274
1840608.55,60,0,0.17107293
1836310.135,60,0,0.15354837
1877726.799,60,0,0.15938991
1863567.125,27.5,0,0.15688638
1816760.901,20,0,0.17441094
1793256.718,0,0,0.23199157
1812927.232,0,0,0.21697055
1913393.119,0,0,0.18609396
2077672.663,0,0,0.18025246
2081584.695,0,0,0.12851332
2004663.164,0,0,0.087622724
1922149.361,0,0,0.101809256
1891889.788,0,0,0.13852735
1849795.184,0,0,0.14103085
1802517.921,0,0,0.13852735
1794508.95,0,0,0.1168303
1776246.287,0,0,0.09847125
1764489.063,0,0,0.11098878
1730731.689,0,0,0.120168306
1798510.081,0,0,0.1176648
1971849.267,0,0,0.120168306
2197731.471,0,0,0.108485274
2401240.582,0,0,0.13268583
2422197.891,21.5,0,0.12267181
2451552.146,60,0,0.09596774
2399293.369,54,0,0.08345021
2368344.363,60,0,0.10765077
2348467.805,36.5,0,0.123506315
2337450.513,13,0,0.12934782
2295024.73,15.5,0,0.09596774
2279477.107,7,0,0.09012623
2290080.217,0,0,0.09847125
2406267.954,0,0,0.105147265
2347071.169,0,0,0.11349229
2238722.172,0,0,0.105147265
2137900.538,0,0,0.12600982
2078415.518,0,0,0.13518935
2017223.979,0,0,0.1168303
1955821.579,0,0,0.1168303
1936681.902,0,0,0.101809256
1918791.225,0,0,0.101809256
1889059.281,0,0,0.084284715
1813557.237,0,0,0.084284715
1867654.478,0,0,0.07510519
2027444.605,0,0,0.07176718
2234309.649,0,0,0.09012623
2433528.56,16.5,0,0.069263674
2451551.929,33,0,0.09012623
2486213.169,60,0,0.12600982
2419093.722,60,0,0.105147265
2399346.274,60,0,0.120168306
2396537.295,38.5,0,0.11098878
2389790.409,25.5,0,0.11098878
2348642.948,16,0,0.087622724
2361581.834,3.5,0,0.045063116
2343455.859,0,0,0.06258766
2424013.854,0,0,0.07510519
2367517.913,0,0,0.09012623
2252948.98,0,0,0.105147265
2142138.398,0,0,0.10264376
2095106.625,0,0,0.07176718
2060213.559,0,0,0.0809467
1981609.057,0,0,0.07176718
1968980.033,0,0,0.065925665
1938588.494,0,0,0.07844319
1909165.648,0,0,0.09596774
1835530.845,0,0,0.11098878
1880942.715,0,0,0.10765077
2024182.116,0,0,0.11432679
2239693.388,0,0,0.1168303
2440862.375,1.5,0,0.11432679
2469062.7,35.5,0,0.09596774
2490695.914,60,0,0.101809256
2439188.069,60,0,0.12934782
2435124.614,60,0,0.13268583
2416342.726,39,0,0.1176648
2413391.931,30,0,0.12267181
2365969.744,23.5,0,0.09596774
2361401.646,2,0,0.084284715
2339813.001,0,0,0.108485274
2441902.002,0,0,0.101809256
2391079.03,0,0,0.09346423
2270958.62,0,0,0.11182328
2176035.952,0,0,0.11182328
2101317.366,0,0,0.105147265
2070210.286,0,0,0.101809256
1973104.736,0,0,0.09680225
1965854.924,0,0,0.105147265
1941739.528,0,0,0.108485274
1886775.617,0,0,0.065925665
1826216.379,0,0,0.13852735
1879410.506,0,0,0.12934782
2036887.958,0,0,0.12851332
2266222.96,0,0,0.0809467
2449192.82,16,0,0.10765077
2470435.609,12.5,0,0.10765077
2492414.623,30,0,0.17691445
2425390.656,56,0,0.22531557
2411073.611,60,0,0.22865358
2382627.221,39.5,0,0.23783311
2373188.075,30,0,0.2820617
2329687.051,30,0,0.24701263
2319235.216,8.5,0,0.19527349
2319147.34,0,0,0.18025246
2440284.633,0,0,0.18859749
2384736.53,0,0,0.20445302
2264378.948,0,0,0.22865358
2152637.613,0,0,0.22281207
2096175.168,0,0,0.2369986
2054691.012,0,0,0.21279803
1972403.927,0,0,0.197777
1943360.781,0,0,0.21029453
1911961.061,0,0,0.21863957
1875552.049,0,0,0.21947405
1821450.713,0,0,0.23115708
1862137.519,0,0,0.25535765
2001143.232,0,0,0.23449509
2218846.822,0,0,0.2369986
2400098.542,0,0,0.24033661
2410395.722,2,0,0.21613604
2418669.355,3.5,0,0.22531557
2348087.373,47,0,0.2369986
2313286.141,36,0,0.24284013
2262424.181,24.5,0,0.2645372
2230070.324,2,0,0.27872372
2179984.192,0,0,0.28539973
2160865.036,0,0,0.24367462
2184397.236,0,0,0.23449509
2312803.885,0,0,0.24033661
2255657,0,0,0.24617814
2150256.277,0,0,0.19276999
2046595.518,0,0,0.19276999
1995298.782,0,0,0.18609396
1959505.34,0,0,0.18359047
1922634.106,0,0,0.2069565
1896217.886,0,0,0.21613604
1842774.111,0,0,0.18359047
1795415.845,0,0,0.17441094
1720935.375,0,0,0.12934782
1699314.401,0,0,0.13185133
1690016.285,0,0,0.14186536
1713660.142,0,0,0.15021038
1815845.095,0,0,0.108485274
1905870.489,7.5,0,0.17691445
1936718.468,44,0.9015152,0.18609396
1898075.792,40.5,1.8030304,0.20111501
1902561.797,17,0,0.2369986
1890868.937,11.5,1.8030304,0.24033661
1840754.315,0,0,0.22197756
1803105.651,0.5,0,0.21697055
1813413.985,0,0,0.13185133
1887185.598,0,0,0.07510519
2052808.102,0,0,0.10264376
2032154.73,0,0,0.07510519
1952508.521,0,0,0.0809467
1858045.055,0,0,0.11098878
1837510.166,0,0,0.11349229
1820039.551,0,0,0.1168303
1765180.202,0,0,0.1176648
1735004.813,0,0,0.13769284
1688574.246,0,0,0.12600982
1654523.461,0,0,0.105147265
1610294.644,0,0,0.10765077
1604206.655,0,0,0.1176648
1564939.754,0,0,0.09596774
1530685.608,0,0,0.09346423
1610699.539,0,0.9015152,0.09346423
1689443.208,8,0,0.108485274
1727842.897,30,0,0.07844319
1708963.618,30,0,0.069263674
1719131.359,30,0,0.065925665
1669714.004,12,0,0.06842917
1612582.558,7,0,0.087622724
1571319.089,0,0,0.065925665
1598402.533,0,0,0.07176718
1728384.084,0,0,0.0809467
1936805.068,0,0,0.09596774
1943259.912,0,0,0.084284715
1883533.37,0,0,0.09596774
1814732.201,0,0,0.120168306
1782896.167,0,0,0.120168306
1742168.325,0,0,0.12600982
1667890.826,0,0,0.10765077
1675558.743,0,0,0.10264376
1651422.493,0,0,0.11182328
1647182.945,0,0,0.123506315
1618486.644,0,0,0.12267181
1701588.105,0,0,0.09012623
1861721.955,0,0,0.1168303
2084161.305,0,0,0.11098878
2275868.356,0,0,0.108485274
2281876.431,0,0,0.09930575
2297625.233,0,0,0.07844319
2268944.533,0,0,0.07260168
2266486.222,0,0,0.105147265
2227994.086,0,0.9015152,0.120168306
2234329.02,0,3.6060607,0.087622724
2217433.621,0,5.409091,0.10264376
2216900.718,0,4.507576,0.11098878
2204529.14,0,7.2121215,0.07260168
2282395.495,0,3.6060607,0.09346423
2214746.189,0,5.409091,0.07844319
2076106.546,0,2.7045455,0.065925665
1978595.76,0,2.7045455,0.04756662
1903605.524,0,2.7045455,0.039221596
1829475.374,0,0.9015152,0.045063116
1724687.321,0,1.8030304,0.07510519
1684085.217,0,0.9015152,0.054242637
1668440.042,0,1.8030304,0.06342216
1659413.468,0,1.8030304,0.06342216
1602501.35,0,0.9015152,0.056746144
1680865.788,0,1.8030304,0.065925665
1823089.509,0,7.2121215,0.07176718
2054108.257,0,4.507576,0.069263674
2236222.395,0,4.507576,0.048401125
2231754.336,0,6.3106065,0.07260168
2276873.002,0,1.8030304,0.041725107
2269592.603,0,2.7045455,0.054242637
2263965.557,0,0.9015152,0.060084153
2223842.293,0,4.507576,0.086788215
2227854.665,0,4.507576,0.09012623
2189842.315,0,0.9015152,0.069263674
2184503.874,0,2.7045455,0.039221596
2174764.825,0,4.507576,0.039221596
2241991.758,0,3.6060607,0.060084153
2163441.356,0,3.6060607,0.07844319
2046733.168,0,3.6060607,0.084284715
1915030.47,0,1.8030304,0.04756662
1852198.079,0,1.8030304,0.053408135
1787247.18,0,1.8030304,0.060084153
1683806.201,0,0,0.09012623
1679698.033,0,0.9015152,0.051739126
1636494.584,0,0,0.056746144
1634866.68,0,0.9015152,0.056746144
1598938.943,0,0,0.06676017
1645744.397,0,0.9015152,0.041725107
1786613.69,0,0.9015152,0.050904628
2018049.379,0,0,0.03588359
2185530.349,6.5,0,0.038387094
2211917.138,28,0,0.032545585
2230850.709,60,0.9015152,0.069263674
2178688.236,50.5,0,0.041725107
2165277.804,60,0,0.045063116
2079048.513,49,0,0.07510519
2056094.784,30,0,0.06342216
1995502.054,8,0,0.11432679
2013321.635,0,0.9015152,0.123506315
2016351.896,0,0,0.10264376
2163537.534,0,0,0.09596774
2139947.166,0,0.9015152,0.108485274
2010584.209,0,0.9015152,0.123506315
1903305.352,0,0.9015152,0.18943198
1841546.829,0,0,0.26119915
1754490.63,0,0,0.18275595
1666796.629,0,0,0.1176648
1641934.764,0,0.9015152,0.25869563
1625925.652,0,0,0.17691445
1630567.516,0,0,0.1176648
1587559.104,0,0,0.12600982
1646921.542,0,0,0.108485274
1784238.987,0,0,0.07844319
2010906.22,0,0.9015152,0.11098878
2173939.776,4,0.9015152,0.19527349
2191431.394,32.5,0.9015152,0.2019495
2207151.824,50.5,0.9015152,0.22531557
2165935.502,35,0,0.24951611
2166077.482,50,0.9015152,0.25201964
2099269.237,46,1.8030304,0.24701263
2077353.57,20,0.9015152,0.24617814
2030229.684,8.5,0.9015152,0.2528541
2028392.64,0,0.9015152,0.21613604
2024350.503,0,1.8030304,0.21697055
2163462.449,0,0.9015152,0.18275595
2140666.047,0,1.8030304,0.18943198
2019614.026,0,2.7045455,0.2069565
1916209.131,0,1.8030304,0.20445302
1845621.843,0,0.9015152,0.23115708
1778388.28,0,0.9015152,0.2728822
1691366.132,0,0.9015152,0.20779102
1653914.581,0,4.507576,0.20111501
1638723.098,0,0.9015152,0.18275595
1622391.748,0,2.7045455,0.18943198
1574446.306,0,5.409091,0.1627279
1632838.557,0,4.507576,0.17441094
1769622.22,0,3.6060607,0.13518935
1961971.656,0,4.507576,0.086788215
2155964.796,13.5,4.507576,0.065925665
2177715.059,27.5,7.2121215,0.060084153
2186319.991,45,9.015152,0.11349229
2144269.839,60,0.9015152,0.10765077
2125138.107,57.5,0,0.07176718
2034847.807,43,0,0.20111501
2015236.083,25,0,0.30042076
1953312.562,0,0,0.20111501
1941732.996,0,0.9015152,0.10765077
1980621.369,0,2.7045455,0.13518935
2119401.773,0,3.6060607,0.06258766
2083492.094,0,4.507576,0.054242637
1962161.963,0,0.9015152,0.065925665
1841772.258,0,0.9015152,0.045063116
1798861.572,0,0,0.069263674
1754298.977,0,0.9015152,0.065925665
1691332.502,0,0,0.06676017
1660943.165,0,0,0.101809256
1632590.622,0,0,0.105147265
1621203.812,0,0,0.14436886
