consumption,sun,rainfall,wind
1414055.028,0,0,0.09346423
1410691.362,0,0,0.09680225
1332237.751,0,0,0.108485274
1244805.864,0,0,0.105147265
1202946.828,0,0,0.1168303
1167341.833,0,0,0.1176648
1201446.307,0,0,0.12600982
1174584.092,0,0,0.09930575
1254192.493,0,0,0.1168303
1458410.753,4,0,0.09012623
1642210.466,30,0,0.09012623
1771201.196,30,0,0.07510519
1788615.271,48.5,0,0.0817812
1802849.189,59,0,0.15271388
1806798.963,58.5,0,0.17691445
1782559.127,48.5,0,0.17441094
1721578.982,56.5,0,0.19276999
1706159.646,48,0,0.20111501
1670447.851,44.5,0,0.28790322
1630368.196,2,0,0.22281207
1586257.685,0,0,0.13185133
1589826.527,12.5,0,0.15021038
1580919.722,4,0,0.17774893
1573284.068,0,0,0.14687237
1591844.217,0,0,0.1168303
1537847.458,0,0,0.11432679
1449253.601,0,0,0.108485274
1335634.192,0,0,0.108485274
1283418.874,0,0,0.084284715
1247946.392,0,0,0.08345021
1262786.758,0,0,0.09346423
1214138.474,0,0,0.084284715
1287033.308,0,0,0.101809256
1477577.134,0,0,0.105147265
1677545.005,18,0,0.13185133
1824709.165,13.5,0,0.11432679
1842426.805,22,0,0.1627279
1869299.648,33,0,0.1627279
1879967.117,20,0,0.23449509
1843103.341,35,0,0.26704067
1771057.417,48.5,0,0.24033661
1748478.552,57,0,0.25535765
1696643.636,58.5,0,0.24033661
1673824.641,44.5,0,0.21613604
1618691.907,30,0,0.22865358
1618328.434,27.5,0,0.14687237
1610760.007,0,0,0.0776087
1635636.562,0,0,0.0809467
1648121.325,0,0,0.069263674
1599670.573,0,0,0.07844319
1514851.303,0,0,0.06342216
1395208.104,0,0,0.09262974
1353459.831,0,0,0.09596774
1331102.521,0,0,0.101809256
1356394.044,0,0,0.13185133
1344812.55,0,0,0.086788215
1385751.923,0,0,0.07510519
1557166.721,0,0,0.09012623
1730104.51,25,0,0.108485274
1832775.473,30,0,0.084284715
1809342.49,48,0,0.07510519
1825174.071,60,0,0.11182328
1820084.132,60,0,0.22865358
1804532.369,60,0.9015152,0.25201964
1724978.306,60,0,0.24033661
1701746.361,58.5,0,0.23449509
1646435.452,55,0,0.30292425
1609922.639,35.5,0,0.3179453
1571408.082,30,0,0.2820617
1595830.77,29.5,0,0.23783311
1595760.039,0,0,0.16856943
1597614.094,0,0,0.06676017
1616189.067,0,0,0.0809467
1573663.019,0,0,0.07844319
1475034.026,0,0,0.0817812
1365360.51,0,0,0.084284715
1319787.363,0,0,0.0809467
1265055.437,0,0,0.07176718
1284766.707,0,0,0.06342216
1241676.368,0,0,0.07176718
1304637.229,0,0,0.065925665
1479317.482,7.5,0,0.0776087
1644054.007,30,0,0.09930575
1765474.39,30,0,0.12600982
1761346.143,48,0,0.18359047
1792621.048,60,0,0.18025246
1785160.414,60,0,0.24617814
1745744.737,60,0,0.24951611
1673238.149,54.5,0,0.25535765
1644709.881,60,0,0.3154418
1584192.748,60,0,0.3154418
1516465.285,45.5,0,0.3271248
1454186.555,30,0,0.2887377
1483085.692,29.5,0,0.21029453
1486402.115,0,0,0.14436886
1498764.717,0,0,0.065925665
1533435.263,0,0,0.09346423
1483216.988,0,0,0.084284715
1418495.313,0,0,0.0809467
1331360.54,0,0,0.07260168
1276272.47,0,0,0.084284715
1220285.152,0,0,0.087622724
1231469.624,0,0,0.0776087
1178032.095,0,0,0.069263674
1181676.219,0,0,0.069263674
1203002.342,0,0,0.07510519
1182610.239,0,0,0.07510519
1216943.64,0,0,0.060084153
1266885.15,33.5,0,0.15021038
1303415.047,46,0,0.18609396
1293875.838,55,0,0.25535765
1346004.085,60,0,0.24284013
1279493.742,60,0,0.2703787
1215360.475,60,0,0.35132536
1178177.245,60,0,0.387209
1171504.225,45.5,0,0.3721879
1206406.13,30,0,0.37552595
1260483.987,21,0,0.3121038
1302725.17,0,0,0.21947405
1330996.321,0,0,0.15021038
1370828.411,0,0,0.14687237
1374444.725,0,0,0.1560519
1343376.767,0,0,0.15021038
1267583.226,0,0,0.120168306
1232865.812,0,0,0.084284715
1191890.902,0,0,0.084284715
1185244.061,0,0,0.087622724
1111415.994,0,0,0.09596774
1132900.153,0,0,0.108485274
1178268.712,0,0,0.0776087
1177892.694,0,0,0.069263674
1254944.528,0,0,0.11098878
1313428.61,11,0,0.1618934
1349904.47,13,0,0.14436886
1365674.757,0,0,0.15938991
1413160.789,0,0,0.21947405
1400865.336,0,0,0.23449509
1380593.383,0,0,0.14353436
1357871.982,0,0,0.20111501
1342637.973,0,0,0.25535765
1353900.098,0,0,0.22531557
1402213.865,0,0,0.20111501
1427875.087,0,0,0.120168306
1429779.763,0,0,0.19276999
1403017.115,0,0,0.15938991
1376362.533,0,0,0.1560519
1322480.262,0,0,0.12267181
1240199.694,0,0,0.10765077
1177311.33,0,0,0.14103085
1117180.384,0,0,0.13268583
1156950.673,0,0,0.17691445
1126555.336,0,0,0.1560519
1124165.881,0,0,0.20111501
1109262.599,0,0,0.28289622
1087275.827,0,0,0.21613604
1156410.075,0,0,0.15021038
1248656.24,9,0,0.1560519
1309487.899,8.5,1.8030304,0.18359047
1310976.441,16,0,0.21363254
1343421.184,6,0,0.3212833
1311273.728,1,0,0.41725105
1248295.059,0,0,0.39054698
1225687.624,0.5,0,0.33046284
1234664.211,10,0,0.2645372
1280033.049,0.5,0.9015152,0.2820617
1334491.814,0,1.8030304,0.26203364
1376340.925,0,1.8030304,0.17357643
1386914.765,0,0.9015152,0.11098878
1388655.794,0,0,0.10264376
1376952.231,0,0.9015152,0.09012623
1323996.175,0,0.9015152,0.084284715
1253291.756,0,0,0.08345021
1218698.447,0,0,0.060084153
1191698.069,0,0,0.069263674
1226161.764,0,0,0.065925665
1192165.629,0,0,0.060084153
1175865.307,0,0,0.050904628
1194272.956,0,0,0.050904628
1160577.652,10,0,0.04756662
1196146.655,28.5,0,0.09596774
1253681.46,21,0,0.12267181
1282269.071,4,0,0.15354837
1283447.415,0,0,0.15021038
1342266.79,1.5,0,0.17691445
1309752.525,6,0,0.26787516
1260675.278,0,0,0.2728822
1258409.797,10,0,0.30292425
1271431.815,10,0,0.36968443
1300575.659,0,0,0.397223
1372676.656,0,1.8030304,0.3212833
1423793.642,0,4.507576,0.2336606
1459331.601,0,0.9015152,0.21029453
1460135.585,0,0,0.2645372
1456909.694,0,0.9015152,0.40890604
1399693.466,0,0,0.387209
1328294.78,0,0,0.33380085
1309815.16,0,0,0.30042076
1283295.47,0,0.9015152,0.2887377
1291409.631,0,0,0.25535765
1238075.303,0,0,0.28539973
1314440.003,0,0,0.2645372
1497273.791,9,1.8030304,0.24367462
1665439.524,29.5,0.9015152,0.24951611
1814927.541,30,3.6060607,0.3087658
1825150.61,30,1.8030304,0.19193548
1861469.885,30,0.9015152,0.18943198
1864566.772,23.5,0.9015152,0.26119915
1860161.539,25.5,0.9015152,0.2369986
1816162.033,26.5,0,0.3154418
1804351.359,16.5,1.8030304,0.2703787
1767902.832,20.5,1.8030304,0.31877983
1770955.793,27.5,0,0.34548387
1724261.811,10.5,3.6060607,0.31293827
1720862.485,15,0,0.22197756
1718659.152,0,1.8030304,0.19193548
1703368.065,0,0,0.197777
1715324.515,0,0,0.26704067
1661565.051,0,0,0.14687237
1597722.643,0,0,0.101809256
1511500.048,0,1.8030304,0.101809256
1495865.719,0,0,0.0809467
1448032.239,0,0,0.060084153
1489577.787,0,0,0.045063116
1434146.347,0,1.8030304,0.06258766
1461082.905,0,0,0.120168306
1625004.995,0,0,0.07844319
1775920.835,23,0.9015152,0.13185133
1924642.347,0,0.9015152,0.17357643
1938912.882,18,5.409091,0.20361851
1981752.243,16.5,6.3106065,0.2069565
1973941.527,19,5.409091,0.2703787
1982679.904,20,2.7045455,0.24367462
1931720.949,28.5,3.6060607,0.21947405
1914932.214,23.5,0,0.2645372
1874658.193,19.5,0,0.30626228
1844395.774,38.5,1.8030304,0.24617814
1794569.267,0,3.6060607,0.1986115
1807068.08,8.5,0.9015152,0.21613604
1818667.722,1.5,0,0.14687237
1795576.453,0,0.9015152,0.18692847
1782985.532,0,0,0.13185133
1723183.731,0,0.9015152,0.123506315
1669308.58,0,0,0.16523142
1584131.67,0,0,0.1560519
1562467.913,0,0,0.065925665
1547826.743,0,0,0.09596774
1565434.275,0,0,0.101809256
1501286.746,0,0,0.084284715
1546995.655,0,0,0.065925665
1702390.824,3.5,0,0.07260168
1824709.998,29.5,0,0.084284715
1938548.926,30,0,0.105147265
1940361.624,53,0,0.13852735
1957478.35,60,0,0.19527349
1934376.586,60,0,0.28539973
1916518.69,60,0,0.29124123
1863598.179,60,0,0.22865358
1817428.938,60,0,0.22865358
1763803.395,60,0,0.25786114
1734300.938,48,0,0.2645372
1680832.399,30,0,0.20779102
1685970.119,30,0,0.18943198
1711808.043,1.5,0,0.11432679
1705651.942,0,0,0.09262974
1767242.013,0,0,0.065925665
1730698.379,0,0,0.07510519
1659651.354,0,0,0.048401125
1588675.659,0,0,0.07844319
1539531.85,0,0,0.13769284
1529647.827,0,0,0.13852735
1552724.291,0,0,0.12267181
1509430.415,0,0,0.120168306
1545231.043,0,0,0.12600982
1689312.789,13.5,0,0.1176648
1798247.829,30,0,0.07844319
1908649.352,30,0,0.051739126
1891705.351,53,0,0.11182328
1910731.533,60,0,0.16856943
1862984.642,60,0,0.2795582
1844177.492,60,0,0.30042076
1775876.969,60,0,0.2737167
1726196.96,60,0,0.28539973
1650615.298,60,0,0.26119915
1613655.033,49,0,0.26203364
1580972.934,30,0,0.26203364
1597923.855,30,0,0.12267181
1609351.16,5,0,0.06342216
1620829.81,0,0,0.056746144
1668881.662,0,0,0.056746144
1640393.677,0,0,0.084284715
1588188.259,0,0,0.07844319
1494979.898,0,0,0.084284715
1451069.95,0,0,0.09012623
1401654.76,0,0,0.086788215
1423523.999,0,0,0.07844319
1367829.275,0,0,0.07844319
1372535.721,0,0,0.084284715
1408119.514,13,0,0.0809467
1389148.47,30,0,0.069263674
1437415.195,30,0,0.0809467
1469647.707,52.5,0,0.18359047
1482374.032,60,0,0.22865358
1460864.956,60,0,0.30626228
1478623.016,60,0,0.28790322
1449166.756,60,0,0.26119915
1383076.696,60,0,0.2645372
1360212.425,56.5,0,0.36300844
1356638.611,50,0,0.40807155
1364733.301,7,0,0.3638429
1458579.314,5,0,0.33630434
1483681.11,0,0,0.33630434
1486578.95,0,0,0.30626228
1494724.764,0,0,0.24284013
1455144.47,0,0,0.14687237
1417261.685,0,0,0.13268583
1327458.084,0,0,0.22531557
1251845.615,0,0,0.22531557
1224992.728,0,0,0.1560519
1243737.908,0,0,0.09930575
1214918.852,0,0,0.084284715
1215661.243,0,0,0.09346423
1219732.69,0,0,0.13185133
1179406.256,25,0,0.13852735
1211859.015,30,0,0.12851332
1262202.068,53,0,0.14353436
1305199.818,59.5,0,0.26119915
1316249.816,60,0,0.28539973
1347857.976,60,0,0.2820617
1292009.389,60,0,0.2762202
1216609.935,60,0,0.29207575
1190999.314,60,0,0.24951611
1192034.731,51,0,0.2703787
1225906.724,30,0,0.2645372
1322465.343,30,0,0.18609396
1390455.329,5,0,0.11432679
1416057.213,0,0,0.07260168
1482620.099,0,0,0.056746144
1490820.77,0,0,0.09847125
1416712.266,0,0,0.0817812
1332950.938,0,0,0.084284715
1285589.94,0,0,0.105147265
1266165.465,0,0,0.105147265
1317116.528,0,0,0.11098878
1316557.549,0,0,0.09262974
1404824.058,0,0,0.09596774
1583019.307,15.5,0,0.0776087
1740213.259,30,1.8030304,0.069263674
1848452.029,30,0,0.12934782
1821120.084,53.5,0,0.20445302
1825724.78,60,0,0.2069565
1834747.686,60,0,0.197777
1808133.497,60,0,0.22865358
1734408.377,60,0,0.3121038
1731362.411,57.5,0,0.30292425
1680931.911,49.5,0,0.26704067
1661349.686,49.5,0,0.24284013
1607783.368,30,0,0.29124123
1618671.018,29,0,0.30292425
1599427.207,5,0,0.24617814
1571722.187,0,0,0.24701263
1635054.425,0,1.8030304,0.25535765
1608334.914,0,0,0.2528541
1502598.047,0,1.8030304,0.15021038
1399809.217,0,0.9015152,0.2069565
1338926.659,0,0,0.20111501
1287070.664,0,1.8030304,0.14436886
1316140.157,0,0.9015152,0.14186536
1265073.008,0,0.9015152,0.18359047
1304989.86,0,0.9015152,0.18359047
1501063.354,13.5,0.9015152,0.18692847
1707128.916,20,0.9015152,0.2069565
1852582.674,3,0.9015152,0.21279803
1873109.286,11,0,0.3154418
1899907.378,6.5,0,0.3154418
1946559.639,13,0.9015152,0.3179453
1943797.822,3,9.916667,0.38220197
1905640.235,0,9.916667,0.29124123
1938211.245,0,13.522728,0.30709675
1915821.484,0,8.113637,0.25869563
1908526.307,0,11.719696,0.24033661
1858702.591,0,9.916667,0.24033661
1871570.713,0,12.621213,0.17441094
1849367.169,0,11.719696,0.13518935
1774775.072,0,10.818182,0.14186536
1718146.368,0,17.128788,0.1618934
1664759.279,0,9.916667,0.120168306
1559151.237,0,11.719696,0.18609396
1452152.626,0,9.015152,0.12934782
1422435.063,0,7.2121215,0.15021038
1385685.953,0,4.507576,0.17441094
1432898.958,0,9.015152,0.19193548
1382328.7,0,6.3106065,0.13518935
1459646.989,0,8.113637,0.0776087
1629441.384,0,6.3106065,0.0817812
1820386.996,0,9.916667,0.09596774
1998305.21,0,7.2121215,0.084284715
2022959.207,0,11.719696,0.07510519
2081998.514,0.5,14.424243,0.11098878
2099586.814,0,14.424243,0.1986115
2088899.111,10.5,9.015152,0.2770547
2018733.956,13,1.8030304,0.28539973
1984040.267,2.5,3.6060607,0.20779102
1938696.295,0,1.8030304,0.23115708
1935809.619,0,6.3106065,0.24367462
1876867.43,0,4.507576,0.17190744
1883570.434,0,3.6060607,0.18025246
1863690.59,0,0,0.17774893
1813880.983,0,0.9015152,0.12934782
1782755.073,0,0.9015152,0.13185133
1720302.469,0,0,0.11098878
1648016.771,0,1.8030304,0.101809256
1540791.986,0,2.7045455,0.101809256
1503278.233,0,4.507576,0.14186536
1479933.048,0,1.8030304,0.09930575
1484458.249,0,1.8030304,0.120168306
1430165.358,0,1.8030304,0.12934782
1479566.345,0,0,0.13518935
1655728.624,0,0,0.15021038
1827637.716,0,1.8030304,0.16523142
1973311.994,0,1.8030304,0.17441094
2003406.54,0,3.6060607,0.16773492
2059784.545,0,5.409091,0.18025246
2061117.011,0,0,0.15938991
2051248.693,0,3.6060607,0.18943198
2002889.757,0,1.8030304,0.21613604
2002042.051,0,0.9015152,0.19527349
1969778.733,0,2.7045455,0.18275595
1953915.636,0,1.8030304,0.1618934
1906135.699,0,4.507576,0.16523142
1902030.756,0,2.7045455,0.15271388
1892325.384,0,3.6060607,0.15354837
1852515.547,0,1.8030304,0.19193548
1823253.227,0,1.8030304,0.24367462
1764700.161,0,0.9015152,0.21363254
1688756.395,0,2.7045455,0.21947405
1598624.365,0,0,0.21363254
1561103.029,0,4.507576,0.21029453
1530818.075,0,4.507576,0.20111501
1539201.984,0,1.8030304,0.21947405
1493172.532,0,0,0.20111501
1524411.022,0,3.6060607,0.22531557
1672878.247,0,1.8030304,0.2645372
1835819.843,0,0,0.2737167
2013277.59,0,1.8030304,0.22281207
2048269.609,5,3.6060607,0.21029453
2076488.891,0,2.7045455,0.16523142
2060766.74,5.5,0.9015152,0.21029453
2031679.253,15,1.8030304,0.15021038
1966234.618,28,0,0.21029453
1949574.69,36,0,0.1986115
1880009.55,17,0,0.1560519
1802705.224,9,0,0.19527349
1751280.235,12.5,0,0.16773492
1761620.49,23.5,0,0.1560519
1773405.36,4,0,0.19193548
1747088.803,0,0,0.11432679
1768758.671,0,0,0.07260168
1717477.402,0,0,0.06258766
1688382.628,0,0,0.07510519
1595791.31,0,0,0.07176718
1556635.119,0,0,0.07844319
1530883.191,0,0,0.069263674
1550168.247,0,0,0.108485274
1473905.529,0,0,0.09012623
1464726.44,0,0,0.09346423
1464833.586,5,0,0.11098878
1457337.706,30,0,0.12267181
1496325.68,30,0,0.056746144
1544070.758,56.5,0,0.045063116
1542527.972,60,0,0.065925665
1525173.779,60,0,0.07844319
1531875.897,60,0,0.12600982
1492164.203,60,0,0.1560519
1443902.906,60,0,0.14103085
1393560.717,60,0,0.09596774
1373680.882,52,0,0.11182328
1365341.564,30,0,0.1168303
1424119.897,30,0,0.07510519
1447859.431,6,0,0.06342216
1475268.812,0,0,0.10264376
1531085.302,0,0,0.101809256
1542856.533,0,0,0.0809467
1491818.028,0,0,0.101809256
1432984.329,0,0,0.17774893
1365766.72,0,0,0.1627279
1302769.881,0,0,0.14687237
1362240.397,0,0,0.13518935
1329487.651,0,0,0.09930575
1307178.82,0,0,0.15688638
1283314.868,19.5,0,0.197777
1234198.137,30,0,0.2703787
1241931.617,30,0,0.2795582
1266380.816,57.5,0,0.32795933
1286599.493,60,0,0.34214586
1291994.854,60,0,0.32462135
1321275.65,60,0,0.29457924
1262332.409,60,0,0.26787516
1208764.469,50,0,0.2820617
1167236.889,54.5,0,0.24033661
1179935.896,28,0,0.2336606
1189145.834,14,0,0.30960026
1298824.668,9.5,0,0.2795582
1351912.72,0,0,0.2703787
1385497.395,0,0,0.25869563
1456025.129,0,0,0.23449509
1449441.825,0,0,0.17441094
1390575.942,0,0,0.15688638
1302781.005,0,0,0.197777
1253408.048,0,0,0.16856943
1214754.332,0,0,0.20361851
1254871.031,0,1.8030304,0.2369986
1216139.89,0,1.8030304,0.22531557
1279235.781,0,1.8030304,0.22781906
1407722.578,0,2.7045455,0.14436886
1516564.293,0,4.507576,0.09012623
1645985.387,0,3.6060607,0.120168306
1725657.807,0,8.113637,0.15938991
1801944.701,0,7.2121215,0.26119915
1828545.359,0,9.916667,0.22865358
1859016.404,3.5,7.2121215,0.23783311
1790614.531,18,8.113637,0.14436886
1755492.405,16,2.7045455,0.17441094
1709258.281,19.5,1.8030304,0.12934782
1693359.893,29,0,0.12600982
1661426.16,17,0,0.08345021
1688409.849,24.5,0,0.06842917
1697118.252,15.5,5.409091,0.045063116
1664336.314,0,0,0.039221596
1677868.55,0,0,0.06342216
1639017.094,0,0,0.069263674
1565029.482,0,0,0.07510519
1492961.717,0,0,0.041725107
1463243.463,0,0,0.06258766
1449634.827,0,0,0.060084153
1470260.366,0,0,0.045063116
1412924.279,0,0,0.050904628
1465169.221,0,0,0.09012623
1617159.339,17,0,0.13185133
1791992.858,0,0,0.10765077
1899043.221,0,0,0.069263674
1878062.159,0,2.7045455,0.051739126
1903530.105,10.5,1.8030304,0.086788215
1906415.65,27,0.9015152,0.13185133
1907073.203,12,0.9015152,0.23115708
1832526.178,0.5,0,0.25535765
1820298.402,5,0.9015152,0.21363254
1765869.833,2.5,0,0.17441094
1764657.342,1,0,0.1627279
1734489.518,0,0,0.13185133
1755047.082,0,1.8030304,0.0776087
1747300.717,2,1.8030304,0.0776087
1715429.544,0,6.3106065,0.10264376
1721911.559,0,2.7045455,0.0809467
1666260.915,0,5.409091,0.07844319
1573741.566,0,2.7045455,0.053408135
1445355.523,0,3.6060607,0.09346423
1398581.311,0,0.9015152,0.09680225
1367924.11,0,0.9015152,0.04756662
1397488.788,0,0,0.045063116
1351096.48,0,1.8030304,0.056746144
1407740.691,0,0,0.039221596
1591534.717,0,0,0.041725107
1777566.024,0,2.7045455,0.07844319
1912305.803,0,3.6060607,0.11098878
1896335.765,24,0,0.12934782
1919315.089,13.5,0,0.1176648
1932509.79,21,0,0.13518935
1916790.154,5.5,0.9015152,0.18275595
1820187.99,19,0,0.21029453
1802962.594,6.5,1.8030304,0.17441094
1759394.428,9,0.9015152,0.21279803
1741773.105,3.5,0.9015152,0.2486816
1686056.624,10.5,4.507576,0.19193548
1702624.687,2.5,0,0.13852735
1699279.509,10,0,0.14103085
1669892.034,0,0,0.105147265
1692687.848,0,0,0.105147265
1652014.112,0,0.9015152,0.07510519
1573408.921,0,0.9015152,0.057580646
1450497.305,0,0,0.060084153
1392068.412,0,0,0.0809467
1360205.799,0,1.8030304,0.056746144
1385515.326,0,0.9015152,0.048401125
1345567.251,0,0,0.06258766
1400449.147,0,0.9015152,0.057580646
1572105.422,0,1.8030304,0.04756662
1746676.66,0,5.409091,0.07176718
1899288.478,0,7.2121215,0.08345021
1898383.364,28.5,9.916667,0.09596774
1931769.991,8.5,0.9015152,0.13185133
1956491.117,1,0.9015152,0.17107293
1934028.889,2.5,2.7045455,0.24367462
1864338.546,3.5,2.7045455,0.29457924
1840490.313,0,3.6060607,0.22781906
1817275.332,0,5.409091,0.18609396
1775472.691,9.5,3.6060607,0.21363254
1730287.089,0,0,0.069263674
1714066.049,11,0,0.09596774
1719523.527,6.5,0,0.11432679
1694217.35,0,0,0.09012623
1715608.278,0,0,0.065925665
1667708.56,0,0,0.054242637
1573406.97,0,0,0.045063116
1463559.467,0,0,0.041725107
1401056.22,0,0,0.069263674
1373426.897,0,0,0.06342216
1405296.997,0,0,0.060084153
1365826.62,0,0,0.07844319
1419618.765,0,0,0.09262974
1578404.581,23,0,0.09596774
1735349.737,30,0,0.09012623
1845607.528,30,0,0.065925665
1834460.026,59,0,0.084284715
1830911.166,60,0,0.120168306
1836771.234,60,0,0.10765077
1819120.553,60,0,0.07510519
1741906.311,60,0,0.12934782
1708767.697,60,0,0.16856943
1638323.385,60,0,0.20779102
1572322.383,55.5,0,0.20445302
1535948.107,25,0,0.14770688
1571727.557,30,0,0.09930575
1575959.914,10,0,0.09596774
1551554.302,0,0,0.09012623
1610840.282,0,0,0.14436886
1602073.643,0,0,0.11432679
1531553.217,0,0,0.13518935
1434066.269,0,0,0.15938991
1376791.976,0,0,0.18609396
1322371.967,0,0,0.15688638
1313754.204,0,0,0.18025246
1256053.191,0,0,0.23199157
1268508.477,0,1.8030304,0.17691445
1282316.958,0,2.7045455,0.09012623
1313049.808,0,0,0.21947405
1401330.748,0,0,0.28539973
1484277.921,31,0,0.26119915
1507812.112,0,2.7045455,0.2770547
1516320.839,8,5.409091,0.26704067
1553649.285,1,6.3106065,0.25786114
1542537.111,0,4.507576,0.23115708
1529717.452,0,5.409091,0.18609396
1509049.824,0,9.015152,0.18359047
1510899.45,0,2.7045455,0.14770688
1534799.141,0,2.7045455,0.11098878
1581915.783,0,0.9015152,0.07510519
1578115.593,0,1.8030304,0.086788215
1528501.959,0,2.7045455,0.09012623
1510395.51,0,0,0.065925665
1510353.103,0,0,0.0776087
1453932.245,0,0,0.086788215
1357179.656,0,0,0.09596774
1285543.699,0,0,0.1176648
1228087.687,0,0,0.084284715
1252219.511,0,0,0.084284715
1220648.579,0,0,0.07510519
1205084.044,0,0,0.069263674
1191797.925,0,0,0.105147265
1163491.897,0,0,0.10765077
1230474.286,0,0,0.12934782
1301950.099,0,0,0.105147265
1364961.975,0,0.9015152,0.105147265
1388114.189,15.5,0,0.1168303
1457760.071,1.5,0,0.18609396
1416331.279,0,0,0.17107293
1378107.984,0,1.8030304,0.20111501
1366383.524,0,0.9015152,0.18025246
1365522.898,0,1.8030304,0.14687237
1407048.192,0,0.9015152,0.12934782
1497079.906,0,0,0.101809256
1528725.493,0,0,0.1176648
1500159.651,0,0,0.09930575
1513654.441,0,0,0.087622724
1487320.742,0,3.6060607,0.09346423
1404421.009,0,8.113637,0.084284715
1314698.903,0,7.2121215,0.065925665
1275878.289,0,3.6060607,0.06258766
1228787.453,0,3.6060607,0.060084153
1298180.814,0,0.9015152,0.057580646
1280307.6,0,0.9015152,0.056746144
1356108.365,0,0,0.06342216
1541535.567,0,0,0.057580646
1719728.243,0,0,0.057580646
1900567.632,0,0,0.11432679
1946990.471,9.5,0,0.19276999
1981951.217,2.5,0,0.20111501
1992929.544,3,0,0.22197756
1985596.724,10,0,0.18859749
1905390.901,2,0,0.17691445
1892234.69,0,0,0.18609396
1837769.135,21.5,0,0.20111501
1832694.089,0,0,0.19276999
1779711.072,0,0,0.17107293
1765444.268,0,0,0.11349229
1762536.914,0,0,0.0809467
1714241.801,0,0,0.04255961
1697590.612,0,0,0.057580646
1651968.561,0,0,0.09930575
1552347.617,0,0,0.10765077
1441493.897,0,0,0.11098878
1395288.221,0,0,0.12600982
1366337.436,0,0,0.11432679
1410679.975,0,0,0.13518935
1365074.705,0,0,0.15021038
1419713.349,0,0,0.15021038
1571017.938,0,0,0.1560519
1747637.094,0,0,0.17107293
1879728.007,0,0,0.17107293
1877740.733,29.5,0,0.15938991
1898019.615,30,0,0.2069565
1893452.669,30,0,0.23115708
1886898.64,30,0,0.23783311
1816611.956,30,0,0.2369986
1807951.992,47.5,0,0.2336606
1756783.469,30,0,0.24033661
1726642.57,53.5,0,0.24033661
1658391.884,24,0,0.24033661
1663244.781,30,0,0.18692847
1655982.669,12,0,0.120168306
1626589.251,0,0,0.120168306
1662964.082,0,0,0.09346423
1672443.652,0,0,0.048401125
1604452.673,0,0,0.07510519
1470696.642,0,0,0.09847125
1424969.477,0,0,0.1168303
1390324.519,0,0,0.09596774
1437603.164,0,0,0.08345021
1406960.991,0,0,0.108485274
1458394.959,0,0,0.09930575
1577559.425,28,0,0.086788215
1741589.831,30,0,0.069263674
1861813.178,30,0,0.07260168
1837295.003,59.5,0,0.12934782
1856870.225,60,0,0.19527349
1848320.173,60,0,0.21947405
1829212.207,56,0,0.23199157
1746066.387,35,0,0.2069565
1734811.864,38,0,0.22197756
1678151.881,38.5,0,0.1986115
1649103.859,36,0,0.30375877
1599808.326,4,0,0.29708272
1606988.894,4,0,0.28790322
1587189.187,0,0,0.2795582
1568036.492,0,0,0.2762202
1615468.547,0,0,0.21279803
1617318.554,0,0,0.18359047
1510890.028,0,6.3106065,0.10765077
1381600.496,0,2.7045455,0.07510519
1320276.212,0,6.3106065,0.09596774
1278157.667,0,5.409091,0.20111501
1288459.95,0,1.8030304,0.18943198
1222324.912,0,0,0.21279803
1285082.499,0,0,0.197777
1460808.17,0,0,0.17107293
1653570.13,0,1.8030304,0.24617814
1780071.669,0,3.6060607,0.2887377
1788121.345,7,0,0.3154418
1810118.332,0,0.9015152,0.2528541
1846649.57,0,0,0.24617814
1851270.561,0,0.9015152,0.21363254
1785706.131,0,1.8030304,0.20445302
1790339.706,5.5,2.7045455,0.26203364
1761262.836,5,0.9015152,0.22197756
1733371.409,0,1.8030304,0.17107293
1681111.625,0,1.8030304,0.18025246
1691335.274,0,3.6060607,0.14687237
1678830.646,0,3.6060607,0.10765077
1654126.341,0,1.8030304,0.12600982
1638975.763,0,0.9015152,0.13852735
1590871.909,0,2.7045455,0.1618934
1496446.916,0,3.6060607,0.17774893
1384593.442,0,0,0.1560519
1322619.854,0,1.8030304,0.1627279
1279748.14,0,3.6060607,0.09262974
1304046.363,0,0,0.087622724
1252651.632,0,0,0.048401125
1296289.694,0,0,0.06342216
1458743.763,0,0,0.07176718
1660020.884,7.5,0,0.04756662
1789210.876,11.5,0,0.060084153
1795985.222,44.5,0,0.17107293
1821777.029,24.5,0.9015152,0.17357643
1849388.275,12,0.9015152,0.19193548
1828022.697,5.5,1.8030304,0.1986115
1746673.3,7.5,3.6060607,0.24951611
1747734.899,12,0.9015152,0.21947405
1715135.996,24,3.6060607,0.25201964
1672694.303,30,0.9015152,0.24701263
1667667.524,5,3.6060607,0.20111501
1686791.006,0,1.8030304,0.22781906
1674122.647,0,2.7045455,0.1168303
1610253.142,0,0.9015152,0.11098878
1613679.4,0,0,0.13185133
1586015.421,0,0,0.101809256
1495271.501,0,0,0.084284715
1399997.659,0,0,0.060084153
1321623.382,0,0,0.054242637
1263736.411,0,0,0.054242637
1271481.698,0,0,0.0817812
1203104.379,0,0,0.069263674
1177522.921,0,0,0.07510519
1214931.299,0,0,0.056746144
1253212.583,0,0,0.065925665
1334542.388,0,1.8030304,0.086788215
1416619.627,12,1.8030304,0.084284715
1435297.344,25,0.9015152,0.101809256
1423115.706,33,0,0.14436886
